No,;Time;Source;Destination;Protocol;Length;Info;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
17300;151.855.948;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=19671 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,855948;151,855948;0;;0;0;0
17301;151.855.948;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=21063 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,855948;151,855948;0;;0;0;0
17302;151.855.948;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=22455 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,855948;151,855948;0;;0;0;0
17303;151.855.948;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=23847 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,855948;151,855948;0;;0;0;0
17304;151.855.948;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=25239 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,855948;151,855948;0;;0;0;0
17305;151.855.948;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TLSv1.3;1466;Application Data [TCP segment of a reassembled PDU];;;151,855948;151,855948;0;;0;0;0
17306;151.855.948;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=28023 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,855948;151,855948;0;;0;0;0
17307;151.855.948;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=29415 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,855948;151,855948;0;;0;0;0
17308;151.855.948;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=30807 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,855948;151,855948;0;;-0,011845;0,011845;0,02369
17309;151.855.948;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=32199 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,855948;151,867793;0,011845;;0,011814;3,1E-05;-0,011783
17310;151.867.793;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51533 [ACK] Seq=587 Ack=15495 Win=98304 Len=0;;;151,867793;151,867824;3,1E-05;;3,1E-05;0;-3,1E-05
17311;151.867.824;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=33591 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,867824;151,867824;0;;0;0;0
17312;151.867.824;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;1466;51533  >  443 [ACK] Seq=34983 Ack=587 Win=131584 Len=1392 [TCP segment of a reassembled PDU];;;151,867824;151,867824;0;;-0,008543;0,008543;0,017086
17313;151.867.824;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TLSv1.3;418;Application Data;;;151,867824;151,876367;0,008543;;0,008543;0;-0,008543
17314;151.876.367;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51533 [ACK] Seq=587 Ack=16887 Win=101120 Len=0;;;151,876367;151,876367;0;;0;0;0
17315;151.876.367;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51533 [ACK] Seq=587 Ack=18279 Win=103680 Len=0;;;151,876367;151,876367;0;;0;0;0
17316;151.876.367;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51533 [ACK] Seq=587 Ack=28023 Win=123392 Len=0;;;151,876367;151,876367;0;;-0,011566;0,011566;0,023132
17317;151.876.367;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51533 [ACK] Seq=587 Ack=32199 Win=131584 Len=0;;;151,876367;151,887933;0,011566;;0,011566;0;-0,011566
17318;151.887.933;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51533 [ACK] Seq=587 Ack=33591 Win=134400 Len=0;;;151,887933;151,887933;0;;-0,019469;0,019469;0,038938
17319;151.887.933;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51533 [ACK] Seq=587 Ack=36719 Win=140800 Len=0;;;151,887933;151,907402;0,019469;;0,019469;0;-0,019469
17320;151.907.402;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1466;Application Data;;;151,907402;151,907402;0;;-4,4E-05;4,4E-05;8,8E-05
17321;151.907.402;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1466;Application Data;;;151,907402;151,907446;4,4E-05;;-0,000209;0,000253;0,000462
17322;151.907.446;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=5048 Ack=165110 Win=131072 Len=0;;;151,907446;151,907699;0,000253;;0,000253;0;-0,000253
17323;151.907.699;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data;;;151,907699;151,907699;0;;0;0;0
17324;151.907.699;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;989;Application Data;;;151,907699;151,907699;0;;0;0;0
17325;151.907.699;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1466;Application Data;;;151,907699;151,907699;0;;-1,5E-05;1,5E-05;3E-05
17326;151.907.699;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data;;;151,907699;151,907714;1,5E-05;;-0,000379;0,000394;0,000773
17327;151.907.714;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=5048 Ack=170241 Win=131072 Len=0;;;151,907714;151,908108;0,000394;;0,000394;0;-0,000394
17328;151.908.108;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1446;Application Data;;;151,908108;151,908108;0;;-3,6E-05;3,6E-05;7,2E-05
17329;151.908.108;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1466;Application Data;;;151,908108;151,908144;3,6E-05;;-0,000291;0,000327;0,000618
17330;151.908.144;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=5048 Ack=173005 Win=131072 Len=0;;;151,908144;151,908471;0,000327;;0,000327;0;-0,000327
17331;151.908.471;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data;;;151,908471;151,908471;0;;0;0;0
17332;151.908.471;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1446;Application Data;;;151,908471;151,908471;0;;0;0;0
17333;151.908.471;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data;;;151,908471;151,908471;0;;-2,2E-05;2,2E-05;4,4E-05
17334;151.908.471;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data [TCP segment of a reassembled PDU];;;151,908471;151,908493;2,2E-05;;-0,000197;0,000219;0,000416
17335;151.908.493;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=5048 Ack=178613 Win=131072 Len=0;;;151,908493;151,908712;0,000219;;0,000219;0;-0,000219
17336;151.908.712;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data [TCP segment of a reassembled PDU];;;151,908712;151,908712;0;;-1,7E-05;1,7E-05;3,4E-05
17337;151.908.712;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1406;Application Data;;;151,908712;151,908729;1,7E-05;;-0,00019;0,000207;0,000397
17338;151.908.729;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=5048 Ack=181357 Win=131072 Len=0;;;151,908729;151,908936;0,000207;;0,000207;0;-0,000207
17339;151.908.936;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data;;;151,908936;151,908936;0;;-1,2E-05;1,2E-05;2,4E-05
17340;151.908.936;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data [TCP segment of a reassembled PDU];;;151,908936;151,908948;1,2E-05;;-0,000364;0,000376;0,00074
17341;151.908.948;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=5048 Ack=184181 Win=131072 Len=0;;;151,908948;151,909324;0,000376;;0,000376;0;-0,000376
17342;151.909.324;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1379;Application Data;;;151,909324;151,909324;0;;0;0;0
17343;151.909.324;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1466;Application Data;;;151,909324;151,909324;0;;0;0;0
17344;151.909.324;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1466;Application Data;;;151,909324;151,909324;0;;-2,3E-05;2,3E-05;4,6E-05
17345;151.909.324;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data;;;151,909324;151,909347;2,3E-05;;-1,9E-05;4,2E-05;6,1E-05
17346;151.909.347;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=5048 Ack=189682 Win=131072 Len=0;;;151,909347;151,909389;4,2E-05;;4,2E-05;0;-4,2E-05
17347;151.909.389;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1446;Application Data;;;151,909389;151,909389;0;;0;0;0
17348;151.909.389;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data;;;151,909389;151,909389;0;;0;0;0
17349;151.909.389;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data [TCP segment of a reassembled PDU];;;151,909389;151,909389;0;;-1,6E-05;1,6E-05;3,2E-05
17350;151.909.389;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data [TCP segment of a reassembled PDU];;;151,909389;151,909405;1,6E-05;;-0,000529;0,000545;0,001074
17351;151.909.405;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=5048 Ack=195290 Win=131072 Len=0;;;151,909405;151,90995;0,000545;;0,000545;0;-0,000545
17352;151.909.950;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1406;Application Data;;;151,90995;151,90995;0;;-1,5E-05;1,5E-05;3E-05
17353;151.909.950;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data;;;151,90995;151,909965;1,5E-05;;-0,000174;0,000189;0,000363
17354;151.909.965;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=5048 Ack=198034 Win=131072 Len=0;;;151,909965;151,910154;0,000189;;0,000189;0;-0,000189
17355;151.910.154;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data [TCP segment of a reassembled PDU];;;151,910154;151,910154;0;;-9E-06;9E-06;1,8E-05
17356;151.910.154;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data [TCP segment of a reassembled PDU];;;151,910154;151,910163;9E-06;;-0,000262;0,000271;0,000533
17357;151.910.163;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=5048 Ack=200858 Win=131072 Len=0;;;151,910163;151,910434;0,000271;;0,000271;0;-0,000271
17358;151.910.434;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data [TCP segment of a reassembled PDU];;;151,910434;151,910434;0;;0;0;0
17359;151.910.434;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1339;Application Data;;;151,910434;151,910434;0;;-1,8E-05;1,8E-05;3,6E-05
17360;151.910.434;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;742;Application Data;;;151,910434;151,910452;1,8E-05;;-9E-06;2,7E-05;3,6E-05
17361;151.910.452;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=5048 Ack=204203 Win=131072 Len=0;;;151,910452;151,910479;2,7E-05;;2,7E-05;0;-2,7E-05
17362;151.910.479;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1466;Application Data;;;151,910479;151,910479;0;;-9E-06;9E-06;1,8E-05
17363;151.910.479;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1466;Application Data;;;151,910479;151,910488;9E-06;;-0,000413;0,000422;0,000835
17364;151.910.488;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=5048 Ack=206987 Win=131072 Len=0;;;151,910488;151,91091;0,000422;;0,000422;0;-0,000422
17365;151.910.910;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data;;;151,91091;151,91091;0;;-1E-05;1E-05;2E-05
17366;151.910.910;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1446;Application Data;;;151,91091;151,91092;1E-05;;-1,4E-05;2,4E-05;3,8E-05
17367;151.910.920;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=5048 Ack=209771 Win=131072 Len=0;;;151,91092;151,910944;2,4E-05;;2,4E-05;0;-2,4E-05
17368;151.910.944;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data;;;151,910944;151,910944;0;;0;0;0
17369;151.910.944;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data [TCP segment of a reassembled PDU];;;151,910944;151,910944;0;;0;0;0
17370;151.910.944;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1426;Application Data;;;151,910944;151,910944;0;;-1,6E-05;1,6E-05;3,2E-05
17371;151.910.944;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data;;;151,910944;151,91096;1,6E-05;;-0,000649;0,000665;0,001314
17372;151.910.960;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=5048 Ack=215359 Win=131072 Len=0;;;151,91096;151,911625;0,000665;;0,000665;0;-0,000665
17373;151.911.625;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data [TCP segment of a reassembled PDU];;;151,911625;151,911625;0;;-1,8E-05;1,8E-05;3,6E-05
17374;151.911.625;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1486;Application Data [TCP segment of a reassembled PDU];;;151,911625;151,911643;1,8E-05;;-0,003739;0,003757;0,007496
17375;151.911.643;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=5048 Ack=218183 Win=131072 Len=0;;;151,911643;151,9154;0,003757;;-0,003908;0,007665;0,011573
17376;151.915.400;192.168.100.34;140.82.114.25;TLSv1.3;242;Application Data;;;151,9154;151,923065;0,007665;;0,007465;0,0002;-0,007265
17377;151.923.065;192.168.100.34;140.82.114.25;TLSv1.3;84;Application Data;;;151,923065;151,923265;0,0002;;-0,004399;0,004599;0,008998
17378;151.923.265;192.168.100.34;140.82.114.25;TCP;54;51532  >  443 [FIN, ACK] Seq=2066 Ack=3477 Win=130304 Len=0;;;151,923265;151,927864;0,004599;;0,004549;5E-05;-0,004499
17379;151.927.864;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1406;Application Data;;;151,927864;151,927914;5E-05;;-0,019146;0,019196;0,038342
17380;151.927.914;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=5048 Ack=219515 Win=129792 Len=0;;;151,927914;151,94711;0,019196;;0,019196;0;-0,019196
17381;151.947.110;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1419;Application Data;;;151,94711;151,94711;0;;-5,3E-05;5,3E-05;0,000106
17382;151.947.110;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51526 [ACK] Seq=220860 Ack=5048 Win=86016 Len=1412 [TCP segment of a reassembled PDU];;;151,94711;151,947163;5,3E-05;;-0,011133;0,011186;0,022319
17383;151.947.163;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=5048 Ack=222272 Win=131072 Len=0;;;151,947163;151,958349;0,011186;;0,011186;0;-0,011186
17384;151.958.349;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51526 [ACK] Seq=222272 Ack=5048 Win=86016 Len=1412 [TCP segment of a reassembled PDU];;;151,958349;151,958349;0;;-5,2E-05;5,2E-05;0,000104
17385;151.958.349;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;1189;Application Data;;;151,958349;151,958401;5,2E-05;;-0,080477;0,080529;0,161006
17386;151.958.401;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TCP;74;51526  >  443 [ACK] Seq=5048 Ack=224799 Win=131072 Len=0;;;151,958401;152,03893;0,080529;;0,051739;0,02879;-0,022949
17387;152.038.930;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TLSv1.3;489;Application Data;;;152,03893;152,06772;0,02879;;0,02879;0;-0,02879
17388;152.067.720;2a03:2880:f25c:1c8:face:b00c:0:167;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.3;289;Application Data;;;152,06772;152,06772;0;;-0,020035;0,020035;0,04007
17389;152.067.720;64:ff9b::8c52:701a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;86;[TCP Retransmission] 443  >  51528 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 SACK_PERM=1 WS=1024;;;152,06772;152,087755;0,020035;;-0,012467;0,032502;0,044969
17390;152.087.755;64:ff9b::14cd:f3a6;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51526 [ACK] Seq=224799 Ack=5463 Win=88064 Len=0;;;152,087755;152,120257;0,032502;;0,027852;0,00465;-0,023202
17391;152.120.257;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2a03:2880:f25c:1c8:face:b00c:0:167;TCP;74;51533  >  443 [ACK] Seq=36719 Ack=802 Win=131328 Len=0;;;152,120257;152,124907;0,00465;;0,004544;0,000106;-0,004438
17392;152.124.907;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TLSv1.3;211;Application Data;;;152,124907;152,125013;0,000106;;8,1E-05;2,5E-05;-5,6E-05
17394;152.125.013;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TLSv1.3;236;Application Data;;;152,125013;152,125038;2,5E-05;;-7,2E-05;9,7E-05;0,000169
17395;152.125.038;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TLSv1.3;225;Application Data;;;152,125038;152,125135;9,7E-05;;-0,000233;0,00033;0,000563
17396;152.125.135;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TLSv1.3;201;Application Data;;;152,125135;152,125465;0,00033;;0,000176;0,000154;-2,2E-05
17397;152.125.465;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TLSv1.3;220;Application Data;;;152,125465;152,125619;0,000154;;1,6E-05;0,000138;0,000122
17398;152.125.619;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TLSv1.3;181;Application Data;;;152,125619;152,125757;0,000138;;-0,000162;0,0003;0,000462
17399;152.125.757;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TLSv1.3;192;Application Data;;;152,125757;152,126057;0,0003;;-0,002552;0,002852;0,005404
17400;152.126.057;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a6;TLSv1.3;165;Application Data;;;152,126057;152,128909;0,002852;;0,002766;8,6E-05;-0,00268
17401;152.128.909;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::8c52:7015;TLSv1.3;181;Application Data;;;152,128909;152,128995;8,6E-05;;-0,004516;0,004602;0,009118
17402;152.128.995;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::8c52:7015;TLSv1.3;1144;Application Data;;;152,128995;152,133597;0,004602;;-0,003026;0,007628;0,010654
17403;152.133.597;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::8c52:701a;TCP;86;51534  >  443 [SYN] Seq=0 Win=64952 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;152,133597;152,141225;0,007628;;0,00753;9,8E-05;-0,007432
17404;152.141.225;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TLSv1.3;187;Application Data;;;152,141225;152,141323;9,8E-05;;9,8E-05;0;-9,8E-05
17405;152.141.323;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TCP;1486;51530  >  443 [ACK] Seq=23976 Ack=5896 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;152,141323;152,141323;0;;0;0;0
17406;152.141.323;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TCP;1486;51530  >  443 [ACK] Seq=25388 Ack=5896 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;152,141323;152,141323;0;;0;0;0
17407;152.141.323;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TCP;1486;51530  >  443 [ACK] Seq=26800 Ack=5896 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;152,141323;152,141323;0;;0;0;0
17408;152.141.323;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TCP;1486;51530  >  443 [ACK] Seq=28212 Ack=5896 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;152,141323;152,141323;0;;0;0;0
17409;152.141.323;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TCP;1486;51530  >  443 [ACK] Seq=29624 Ack=5896 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;152,141323;152,141323;0;;0;0;0
17410;152.141.323;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TCP;1486;51530  >  443 [ACK] Seq=31036 Ack=5896 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;152,141323;152,141323;0;;0;0;0
17411;152.141.323;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TCP;1486;51530  >  443 [ACK] Seq=32448 Ack=5896 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;152,141323;152,141323;0;;0;0;0
17412;152.141.323;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TCP;1486;51530  >  443 [ACK] Seq=33860 Ack=5896 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;152,141323;152,141323;0;;0;0;0
17413;152.141.323;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TCP;1486;51530  >  443 [ACK] Seq=35272 Ack=5896 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;152,141323;152,141323;0;;0;0;0
17414;152.141.323;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TCP;1486;51530  >  443 [ACK] Seq=36684 Ack=5896 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;152,141323;152,141323;0;;0;0;0
17415;152.141.323;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TCP;1486;51530  >  443 [ACK] Seq=38096 Ack=5896 Win=130304 Len=1412 [TCP segment of a reassembled PDU];;;152,141323;152,141323;0;;-0,00011;0,00011;0,00022
17416;152.141.323;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::14cd:f3a8;TLSv1.3;948;Application Data;;;152,141323;152,141433;0,00011;;0,00011;0;-0,00011
