No,;Time;Source;Destination;Protocol;Length;Info;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
121;5.002.213;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=103624 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,002213;5,00223;1,7E-05;;-0,000312;0,000329;0,000641
122;5.002.230;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=828 Ack=105036 Win=3088 Len=0;;;5,00223;5,002559;0,000329;;0,000329;0;-0,000329
123;5.002.559;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=105036 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,002559;5,002559;0;;0;0;0
124;5.002.559;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=106448 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,002559;5,002559;0;;0;0;0
125;5.002.559;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=107860 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,002559;5,002559;0;;-2,1E-05;2,1E-05;4,2E-05
126;5.002.559;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=109272 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,002559;5,00258;2,1E-05;;-0,000112;0,000133;0,000245
127;5.002.580;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=828 Ack=110684 Win=3088 Len=0;;;5,00258;5,002713;0,000133;;0,000133;0;-0,000133
128;5.002.713;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=110684 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,002713;5,002713;0;;-1,6E-05;1,6E-05;3,2E-05
129;5.002.713;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=112096 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,002713;5,002729;1,6E-05;;-0,0003;0,000316;0,000616
130;5.002.729;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=828 Ack=113508 Win=3088 Len=0;;;5,002729;5,003045;0,000316;;0,000316;0;-0,000316
131;5.003.045;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.2;1486;Application Data [TCP segment of a reassembled PDU];;;5,003045;5,003045;0;;-1,6E-05;1,6E-05;3,2E-05
132;5.003.045;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=114920 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,003045;5,003061;1,6E-05;;-1,6E-05;3,2E-05;4,8E-05
133;5.003.061;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=828 Ack=116332 Win=3088 Len=0;;;5,003061;5,003093;3,2E-05;;3,2E-05;0;-3,2E-05
134;5.003.093;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=116332 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,003093;5,003093;0;;-9E-06;9E-06;1,8E-05
135;5.003.093;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=117744 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,003093;5,003102;9E-06;;-0,000951;0,00096;0,001911
136;5.003.102;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=828 Ack=119156 Win=3088 Len=0;;;5,003102;5,004062;0,00096;;0,00096;0;-0,00096
137;5.004.062;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=119156 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,004062;5,004062;0;;-1,6E-05;1,6E-05;3,2E-05
138;5.004.062;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.2;1486;Application Data [TCP segment of a reassembled PDU];;;5,004062;5,004078;1,6E-05;;-1,6E-05;3,2E-05;4,8E-05
139;5.004.078;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=828 Ack=121980 Win=3088 Len=0;;;5,004078;5,00411;3,2E-05;;3,2E-05;0;-3,2E-05
140;5.004.110;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=121980 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,00411;5,00411;0;;0;0;0
141;5.004.110;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=123392 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,00411;5,00411;0;;0;0;0
142;5.004.110;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=124804 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,00411;5,00411;0;;-1,6E-05;1,6E-05;3,2E-05
143;5.004.110;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=126216 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,00411;5,004126;1,6E-05;;-0,000461;0,000477;0,000938
144;5.004.126;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=828 Ack=127628 Win=3088 Len=0;;;5,004126;5,004603;0,000477;;0,000477;0;-0,000477
145;5.004.603;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=127628 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,004603;5,004603;0;;0;0;0
146;5.004.603;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=129040 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,004603;5,004603;0;;0;0;0
147;5.004.603;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=130452 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,004603;5,004603;0;;0;0;0
148;5.004.603;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=131864 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,004603;5,004603;0;;0;0;0
149;5.004.603;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.2;1486;Application Data [TCP segment of a reassembled PDU];;;5,004603;5,004603;0;;-3,8E-05;3,8E-05;7,6E-05
150;5.004.603;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=134688 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,004603;5,004641;3,8E-05;;-0,000279;0,000317;0,000596
151;5.004.641;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=828 Ack=136100 Win=3088 Len=0;;;5,004641;5,004958;0,000317;;0,000317;0;-0,000317
152;5.004.958;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=136100 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,004958;5,004958;0;;-1,8E-05;1,8E-05;3,6E-05
153;5.004.958;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=137512 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,004958;5,004976;1,8E-05;;-1,2E-05;3E-05;4,2E-05
154;5.004.976;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=828 Ack=138924 Win=3088 Len=0;;;5,004976;5,005006;3E-05;;3E-05;0;-3E-05
155;5.005.006;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=138924 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,005006;5,005006;0;;-9E-06;9E-06;1,8E-05
156;5.005.006;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=140336 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,005006;5,005015;9E-06;;-0,00038;0,000389;0,000769
157;5.005.015;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=828 Ack=141748 Win=3088 Len=0;;;5,005015;5,005404;0,000389;;0,000389;0;-0,000389
158;5.005.404;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=141748 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,005404;5,005404;0;;-1,6E-05;1,6E-05;3,2E-05
159;5.005.404;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=143160 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,005404;5,00542;1,6E-05;;-2,1E-05;3,7E-05;5,8E-05
160;5.005.420;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=828 Ack=144572 Win=3088 Len=0;;;5,00542;5,005457;3,7E-05;;3,7E-05;0;-3,7E-05
161;5.005.457;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=144572 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,005457;5,005457;0;;-1,3E-05;1,3E-05;2,6E-05
162;5.005.457;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=145984 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,005457;5,00547;1,3E-05;;-0,000726;0,000739;0,001465
163;5.005.470;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=828 Ack=147396 Win=3088 Len=0;;;5,00547;5,006209;0,000739;;0,000739;0;-0,000739
164;5.006.209;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=147396 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,006209;5,006209;0;;-1,8E-05;1,8E-05;3,6E-05
165;5.006.209;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=148808 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,006209;5,006227;1,8E-05;;-1E-05;2,8E-05;3,8E-05
166;5.006.227;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=828 Ack=150220 Win=3088 Len=0;;;5,006227;5,006255;2,8E-05;;2,8E-05;0;-2,8E-05
167;5.006.255;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.2;1486;Application Data [TCP segment of a reassembled PDU];;;5,006255;5,006255;0;;-1,3E-05;1,3E-05;2,6E-05
168;5.006.255;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=151632 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,006255;5,006268;1,3E-05;;-8E-06;2,1E-05;2,9E-05
169;5.006.268;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=828 Ack=153044 Win=3088 Len=0;;;5,006268;5,006289;2,1E-05;;2,1E-05;0;-2,1E-05
170;5.006.289;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=153044 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,006289;5,006289;0;;-1E-05;1E-05;2E-05
171;5.006.289;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=154456 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,006289;5,006299;1E-05;;-0,000418;0,000428;0,000846
172;5.006.299;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=828 Ack=155868 Win=3088 Len=0;;;5,006299;5,006727;0,000428;;0,000428;0;-0,000428
173;5.006.727;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=155868 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,006727;5,006727;0;;0;0;0
174;5.006.727;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=157280 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,006727;5,006727;0;;0;0;0
175;5.006.727;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=158692 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,006727;5,006727;0;;-2,6E-05;2,6E-05;5,2E-05
176;5.006.727;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=160104 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,006727;5,006753;2,6E-05;;-3E-06;2,9E-05;3,2E-05
177;5.006.753;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=828 Ack=161516 Win=3088 Len=0;;;5,006753;5,006782;2,9E-05;;2,9E-05;0;-2,9E-05
178;5.006.782;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=161516 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,006782;5,006782;0;;-1,1E-05;1,1E-05;2,2E-05
179;5.006.782;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=162928 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,006782;5,006793;1,1E-05;;-0,002917;0,002928;0,005845
180;5.006.793;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=828 Ack=164340 Win=3088 Len=0;;;5,006793;5,009721;0,002928;;0,002928;0;-0,002928
181;5.009.721;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=164340 Ack=828 Win=377 Len=1412 [TCP segment of a reassembled PDU];;;5,009721;5,009721;0;;-4,2E-05;4,2E-05;8,4E-05
182;5.009.721;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.2;248;Application Data;;;5,009721;5,009763;4,2E-05;;-2,495804;2,495846;4,99165
183;5.009.763;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=828 Ack=165926 Win=3088 Len=0;;;5,009763;7,505609;2,495846;;-1,478136;3,973982;5,452118
197;7.505.609;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::8c52:7115;TCP;75;51472  >  443 [ACK] Seq=1 Ack=1 Win=508 Len=1 [TCP segment of a reassembled PDU];;;7,505609;11,479591;3,973982;;3,973932;5E-05;-3,973882
214;11.479.591;64:ff9b::23d4:70c0;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;74;443  >  51498 [ACK] Seq=1 Ack=1 Win=501 Len=0;;;11,479591;11,479641;5E-05;;-2,627018;2,627068;5,254086
215;11.479.641;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;64:ff9b::23d4:70c0;TCP;74;[TCP ACKed unseen segment] 51498  >  443 [ACK] Seq=1 Ack=2 Win=512 Len=0;;;11,479641;14,106709;2,627068;;1,700651;0,926417;-0,774234
234;14.106.709;180.76.107.5;192.168.100.34;TCP;54;52524  >  4243 [SYN] Seq=0 Win=1024 Len=0;;;14,106709;15,033126;0,926417;;0,907343;0,019074;-0,888269
651;15.033.126;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TLSv1.2;901;Application Data;;;15,033126;15,0522;0,019074;;0,019074;0;-0,019074
652;15.052.200;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.2;662;Application Data;;;15,0522;15,0522;0;;0;0;0
653;15.052.200;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=166514 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,0522;15,0522;0;;-4,2E-05;4,2E-05;8,4E-05
654;15.052.200;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=167926 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,0522;15,052242;4,2E-05;;-0,000261;0,000303;0,000564
655;15.052.242;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=1655 Ack=169338 Win=3088 Len=0;;;15,052242;15,052545;0,000303;;0,000303;0;-0,000303
656;15.052.545;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=169338 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,052545;15,052545;0;;-3,6E-05;3,6E-05;7,2E-05
657;15.052.545;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=170750 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,052545;15,052581;3,6E-05;;-7,5E-05;0,000111;0,000186
658;15.052.581;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=1655 Ack=172162 Win=3088 Len=0;;;15,052581;15,052692;0,000111;;0,000111;0;-0,000111
659;15.052.692;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=172162 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,052692;15,052692;0;;-1,6E-05;1,6E-05;3,2E-05
660;15.052.692;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=173574 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,052692;15,052708;1,6E-05;;-0,000214;0,00023;0,000444
661;15.052.708;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=1655 Ack=174986 Win=3088 Len=0;;;15,052708;15,052938;0,00023;;0,00023;0;-0,00023
662;15.052.938;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=174986 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,052938;15,052938;0;;-3E-05;3E-05;6E-05
663;15.052.938;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=176398 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,052938;15,052968;3E-05;;-2,6E-05;5,6E-05;8,2E-05
664;15.052.968;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=1655 Ack=177810 Win=3088 Len=0;;;15,052968;15,053024;5,6E-05;;5,6E-05;0;-5,6E-05
665;15.053.024;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=177810 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,053024;15,053024;0;;-1,9E-05;1,9E-05;3,8E-05
666;15.053.024;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=179222 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,053024;15,053043;1,9E-05;;-0,00014;0,000159;0,000299
667;15.053.043;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=1655 Ack=180634 Win=3088 Len=0;;;15,053043;15,053202;0,000159;;0,000159;0;-0,000159
668;15.053.202;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=180634 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,053202;15,053202;0;;-1,5E-05;1,5E-05;3E-05
669;15.053.202;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TLSv1.2;955;Application Data;;;15,053202;15,053217;1,5E-05;;-0,000119;0,000134;0,000253
670;15.053.217;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=1655 Ack=182927 Win=3088 Len=0;;;15,053217;15,053351;0,000134;;0,000134;0;-0,000134
671;15.053.351;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=182927 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,053351;15,053351;0;;-1,5E-05;1,5E-05;3E-05
672;15.053.351;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=184339 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,053351;15,053366;1,5E-05;;-0,000151;0,000166;0,000317
673;15.053.366;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=1655 Ack=185751 Win=3088 Len=0;;;15,053366;15,053532;0,000166;;0,000166;0;-0,000166
674;15.053.532;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=185751 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,053532;15,053532;0;;-1,6E-05;1,6E-05;3,2E-05
675;15.053.532;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=187163 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,053532;15,053548;1,6E-05;;-0,000137;0,000153;0,00029
676;15.053.548;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=1655 Ack=188575 Win=3088 Len=0;;;15,053548;15,053701;0,000153;;0,000153;0;-0,000153
677;15.053.701;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=188575 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,053701;15,053701;0;;-1,5E-05;1,5E-05;3E-05
678;15.053.701;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=189987 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,053701;15,053716;1,5E-05;;-0,000141;0,000156;0,000297
679;15.053.716;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=1655 Ack=191399 Win=3088 Len=0;;;15,053716;15,053872;0,000156;;0,000156;0;-0,000156
680;15.053.872;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=191399 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,053872;15,053872;0;;-1,6E-05;1,6E-05;3,2E-05
681;15.053.872;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=192811 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,053872;15,053888;1,6E-05;;-0,000322;0,000338;0,00066
682;15.053.888;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;2001:4488:f931::7662:5f5a;TCP;74;51467  >  443 [ACK] Seq=1655 Ack=194223 Win=3088 Len=0;;;15,053888;15,054226;0,000338;;0,000338;0;-0,000338
683;15.054.226;2001:4488:f931::7662:5f5a;2001:448a:10a9:21c4:dc8a:ca05:995f:f94;TCP;1486;443  >  51467 [ACK] Seq=194223 Ack=1655 Win=389 Len=1412 [TCP segment of a reassembled PDU];;;15,054226;15,054226;0;;-3,9E-05;3,9E-05;7,8E-05
